candidate_rank,GENE,CHR,START,STOP,NSNPS,NPARAM,N,magma_z,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,magma_p,magma_fdr,magma_bonf,magma_rank,gwas_min_p,gwas_n_snps,gwas_rank,n_top_pathways,mean_pathway_mlog10p,pathways,pathway_names,best_pathway_id,best_pathway_name,best_pathway_p,pathway_rank,hit_gwas,hit_magma,hit_pathway,support_layers,gwas_rank_score,magma_rank_score,pathway_rank_score,multi_pathway_bonus,score
12971,SORBI_3009G030200,9,2665764,2722614,864,52,330,1.2235,0.11057,0.70789,0.024086,0.11057,0.271053178137652,1,13832,1.524191e-4,864,10093,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.52628190123203,0.389417194219405,0,0,0.915699095451435
12972,SORBI_3001G394800,1,68045827,68111361,799,66,329,1.5583,0.05958,0.070014,0.09565,0.05958,0.20001759255593,1,10099,4.175091e-4,799,13825,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.389637034508536,0.526023802285109,0,0,0.915660836793645
12973,SORBI_3001G182700,1,15457986,15511387,1386,50,329,1.1593,0.12316,0.7899,0.025506,0.12316,0.288305783914394,1,14483,1.331998e-4,1386,9643,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.546090007723838,0.36944364380528,0,0,0.915533651529118
12974,SORBI_3009G016800,9,1567774,1621091,1089,54,330,1.3169,0.093931,0.39313,0.032502,0.093931,0.248848530978983,1,12799,1.965821e-4,1089,10912,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.492397817172868,0.423126135419232,0,0,0.9155239525921
12975,SORBI_3002G206750,2,59803774,59854037,962,47,330,1.3375,0.090527,0.42553,0.025694,0.090527,0.243924226918799,1,12583,2.059997e-4,962,11100,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.484979195698614,0.430517977881694,0,0,0.915497173580308
12976,SORBI_3002G189500,2,57533193,57584201,1247,82,329,1.3739,0.084744,0.15132,0.073979,0.084744,0.236096743077808,1,12170,2.291533e-4,1247,11477,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.470473792844289,0.445011596255206,0,0,0.915485389099495
12977,SORBI_3005G126800,5,55191868,55245999,1084,64,328,0.28845,0.3865,0.62606,0.21164,0.3865,0.562610200051515,1,23294,7.146626e-4,1084,16196,1,3.82119267905217,PWY-5129,sphingolipid biosynthesis (plants),PWY-5129,sphingolipid biosynthesis (plants),1.5094103407296e-4,85,FALSE,FALSE,TRUE,1,0.320894406388896,0.163058103350046,0.682304382293049,0.301029995663981,0.915413699584661
12978,SORBI_3007G099100,7,20872079,20923077,1039,58,327,1.2326,0.10886,0.64024,0.027685,0.10886,0.268951922488526,1,13722,1.561249e-4,1039,10181,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.522511737039293,0.392884759494879,0,0,0.915396496534172
12979,SORBI_3010G123700,10,14615466,14667791,833,51,329,1.4754,0.070052,0.29111,0.027093,0.070052,0.215588775095299,1,11017,3.125247e-4,833,12685,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.427011702927522,0.488238825053115,0,0,0.915250527980637
12980,SORBI_3004G164100,4,51323682,51376590,742,59,328,-0.44705,0.67258,0.51105,0.72672,0.67258,0.77093646947468,1,29582,0.007616446,742,28529,1,5.39021771982617,PWY-3781,aerobic respiration I (cytochrome c),PWY-3781,aerobic respiration I (cytochrome c),4.07176101747267e-6,17,FALSE,FALSE,TRUE,1,0.0750156254742964,0.0592746417547201,1.38127438662907,0.301029995663981,0.915236459242745
12981,SORBI_3003G135700,3,12864287,12920440,1358,66,330,1.1381,0.12754,0.74217,0.028401,0.12754,0.294072237182103,1,14706,1.268757e-4,1358,9506,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.552304364526532,0.36280761284955,0,0,0.915111977376082
12982,SORBI_3006G118800,6,48575961,48630010,856,33,330,-0.12396,0.54933,0.45693,0.58035,0.54933,0.686773897205221,1,27122,0.03195038,856,33140,1,5.39697717975818,LIPAS-PWY,triacylglycerol degradation,LIPAS-PWY,triacylglycerol degradation,4.00887781942318e-6,15,FALSE,FALSE,TRUE,1,0.00994967040195352,0.0969804628544874,1.43563204895166,0.301029995663981,0.915055156431466
12983,SORBI_3005G139400,5,59409254,59463611,646,41,329,1.5723,0.057937,0.18443,0.035419,0.057937,0.197400301045016,1,9952,4.340369e-4,646,14052,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.382564033365283,0.532391807138528,0,0,0.914955840503811
12984,SORBI_3004G109300,4,10540188,10591547,896,66,330,1.4163,0.078337,0.18939,0.052516,0.078337,0.227739430727023,1,11663,2.576978e-4,896,11991,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.451446771505504,0.463491898859438,0,0,0.914938670364942
12985,SORBI_3001G327500,1,61406002,61459160,708,54,329,0.8693,0.19234,0.7045,0.061011,0.19234,0.374067377114999,1,17435,6.66803e-4,708,15839,1,2.72128982632403,PWY-5686,UMP biosynthesis I,PWY-5686,UMP biosynthesis I,0.0018998100189981,159,FALSE,FALSE,TRUE,1,0.330574415678215,0.288880222773276,0.41032618368689,0.301029995663981,0.914926728994131
12986,SORBI_3004G239500,4,58694205,58748014,1004,63,330,1.037,0.14986,0.94777,0.0303,0.14986,0.322631928888889,1,15749,9.907221e-5,1004,8881,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.581840304423988,0.333049191487882,0,0,0.914889495911869
12987,SORBI_3001G405300,1,68963557,69025784,414,22,330,1.339,0.090289,0.39692,0.028403,0.090289,0.243673439554318,1,12563,4.45035e-4,414,14168,1,0.572395056089931,PWY66-423,"fructose 2,6-bisphosphate biosynthesis",PWY66-423,"fructose 2,6-bisphosphate biosynthesis",0.267673232676732,383,FALSE,FALSE,TRUE,1,0.378993626303253,0.431208814712172,0.028524534038719,0.301029995663981,0.914773706733979
12988,SORBI_3010G128000,10,16435621,16488670,325,32,320,1.3375,0.090527,0.94286,0.012364,0.090527,0.243924226918799,1,12584,2.086241e-4,325,11121,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.484158333736045,0.430483464870041,0,0,0.914641798606086
12989,SORBI_3003G177000,3,45285302,45342057,955,58,330,1.2537,0.10498,0.93274,0.018394,0.10498,0.264069869436202,1,13480,1.657924e-4,955,10385,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.513895673614154,0.40061228228597,0,0,0.914507955900124
12990,SORBI_3010G126700,10,15994354,16046226,1282,34,330,1.394,0.081658,0.64278,0.019052,0.081658,0.232103768115942,1,11928,2.451047e-4,1282,11738,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.460708069307717,0.453734544040333,0,0,0.91444261334805
12991,SORBI_3010G127100,10,16036498,16088329,1071,49,330,1.3942,0.081634,0.57879,0.023035,0.081634,0.232087992621783,1,11926,2.451047e-4,1071,11741,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.460597086433421,0.453807369475551,0,0,0.914404455908972
12992,SORBI_3009G138100,9,49478582,49531047,1100,41,329,1.4409,0.07481,0.19937,0.048935,0.07481,0.222826553056922,1,11384,2.819723e-4,1100,12301,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.440361755986637,0.474007287409044,0,0,0.91436904339568
12993,SORBI_3002G265133,2,65001159,65052824,554,36,328,1.653,0.04917,0.1144,0.037609,0.04917,0.182793154259401,1,9121,6.017292e-4,554,15354,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.344080638214442,0.57025971875843,0,0,0.914340356972872
12994,SORBI_3001G261404,1,33598489,33652683,1129,70,331,1.2545,0.10483,0.53579,0.030372,0.10483,0.263966704292292,1,13465,1.663594e-4,1129,10401,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.513227078109212,0.401095816737742,0,0,0.914322894846955
12995,SORBI_3002G287000,2,66629806,66682811,631,42,329,1.2762,0.10093,0.76912,0.020107,0.10093,0.258953877118644,1,13216,1.774236e-4,631,10602,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.504914374594864,0.409202144508964,0,0,0.914116519103828
12996,SORBI_3001G501300,1,77019134,77073800,485,36,327,1.8773,0.030239,0.023509,0.10805,0.030239,0.144602724580454,1,7090,0.001491324,485,19764,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.234427329267892,0.679655939302205,0,0,0.914083268570097
12997,SORBI_3003G073620,3,6251642,6310134,1023,33,330,1.5133,0.0651,0.41614,0.020324,0.0651,0.208128493305676,1,10606,3.561388e-4,1023,13214,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.409267872012972,0.504750551702728,0,0,0.9140184237157
12998,SORBI_3008G086401,8,17419716,17470922,990,71,329,1.5014,0.066625,0.12285,0.076555,0.066625,0.210483601975217,1,10733,3.402665e-4,990,13058,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.414425510216827,0.499581045124809,0,0,0.914006555341636
12999,SORBI_3001G304400,1,58795905,58851174,1149,28,330,1.1566,0.12372,0.75045,0.027219,0.12372,0.289057931509681,1,14513,1.338544e-4,1149,9658,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.545414973420944,0.368544979223544,0,0,0.913959952644488
13000,SORBI_3006G004700,6,763504,815152,831,54,328,0.82136,0.20572,0.38411,0.11914,0.20572,0.388545299392859,1,17953,7.977931e-4,831,16741,2,2.04682203036835,PWY-181; PWY-8011,photorespiration; L-serine biosynthesis II,PWY-181,photorespiration,0.0028997100289971,172,FALSE,FALSE,TRUE,1,0.306520778085458,0.276165143599803,0.376194861099793,0.477121254719662,0.913919728651057
13001,SORBI_3005G202500,5,68738786,68792312,468,51,327,1.5724,0.057924,0.16286,0.036858,0.057924,0.197375840820018,1,9951,4.378783e-4,468,14088,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.381452831526051,0.532435448246127,0,0,0.913888279772178
13002,SORBI_3002G379700,2,73562647,73616717,715,39,330,0.73432,0.23138,0.60431,0.091563,0.23138,0.415768752053415,1,18869,5.792178e-4,715,15211,1,2.85391539159862,PWY-2902,cytokinin-<i>O</i>-glucosides biosynthesis,PWY-2902,cytokinin-<i>O</i>-glucosides biosynthesis,0.0013998600139986,148,FALSE,FALSE,TRUE,1,0.34814440815049,0.254553290006077,0.441461592612384,0.301029995663981,0.913737493161953
13003,SORBI_3006G006900,6,1024757,1075478,985,41,327,1.7969,0.036179,0.030736,0.11089,0.036179,0.157212581380458,1,7801,0.001034008,985,17987,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.275343439827422,0.638151896583907,0,0,0.91349533641133
13004,SORBI_3005G144101,5,60828399,60879796,700,41,329,0.88933,0.18691,0.1569,0.24141,0.18691,0.367874638959833,1,17228,0.001446138,700,19605,1,3.48127781881304,PWY-5936,xyloglucan biosynthesis,PWY-5936,xyloglucan biosynthesis,3.3015827074207e-4,107,FALSE,FALSE,TRUE,1,0.237935327849046,0.294067311394709,0.582339530322132,0.301029995663981,0.913481403104015
13005,SORBI_3003G337400,3,66024426,66077170,232,25,331,-0.40397,0.65688,0.74145,0.49371,0.65688,0.761174459708837,1,29262,0.01465547,232,31341,3,2.88790065446412,PWY-1121; PWY-5048; PWY1F-467,"suberin monomers biosynthesis; rosmarinic acid biosynthesis I; phenylpropanoid biosynthesis, initial reactions",PWY-1121,suberin monomers biosynthesis,6.05246205408425e-6,22,FALSE,FALSE,TRUE,1,0.0341893250599977,0.0639981685100615,1.26930062718514,0.602059991327962,0.913455804561016
13006,SORBI_3008G036300,8,3357740,3410184,934,46,327,1.0373000000000001,0.14981,0.17944,0.15255,0.14981,0.322626705620832,1,15745,0.001066203,934,18120,1,2.85391539159862,PWY-6348,phosphate acquisition,PWY-6348,phosphate acquisition,0.0013998600139986,150,FALSE,FALSE,TRUE,1,0.272143981144477,0.333159509512709,0.43563204895166,0.301029995663981,0.913428513832211
13007,SORBI_3008G058200,8,6039188,6097173,1617,100,330,1.0292,0.1517,0.64986,0.044985,0.1517,0.324799115994191,1,15836,9.866497e-5,1617,8864,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.582672427100917,0.330656681405104,0,0,0.913329108506021
13008,SORBI_3001G360700,1,65017858,65073750,1137,46,329,1.0927,0.13726,0.85553,0.028529,0.13726,0.306440089544377,1,15186,1.15026e-4,1137,9244,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.5644422376782,0.348858778943374,0,0,0.913301016621573
13009,SORBI_3002G287100,2,66633237,66685374,537,43,330,1.2735,0.10142,0.75831,0.020973,0.10142,0.25971976134733,1,13240,1.774236e-4,537,10603,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.50487341307803,0.40841418938159,0,0,0.913287602459621
13010,SORBI_3001G360600,1,65002811,65056543,847,44,329,1.0918,0.13747,0.71724,0.033888,0.13747,0.30683236277478,1,15191,1.15026e-4,847,9243,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.564489221448668,0.348715810748415,0,0,0.913205032197083
13011,SORBI_3002G262250,2,64714537,64765016,340,39,330,1.5836,0.056647,0.10114,0.050326,0.056647,0.195324423835672,1,9833,4.60125e-4,340,14280,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.375573967045116,0.537616135323144,0,0,0.91319010236826
13012,SORBI_3002G149966,2,41877871,41928321,955,45,329,1.2028,0.11453,0.74501,0.024959,0.11453,0.276384829549498,1,14051,1.483895e-4,955,9995,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.530519376031136,0.382594940704862,0,0,0.913114316735998
13013,SORBI_3003G300400,3,63118876,63173167,703,46,330,1.4334,0.07587,0.16182,0.050491,0.07587,0.224400222222222,1,11464,2.781036e-4,703,12252,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.442095186350736,0.470965997095983,0,0,0.91306118344672
13014,SORBI_3008G022400,8,1944690,1999271,1134,46,330,1.2376,0.10794,0.35598,0.046691,0.10794,0.267878907999707,1,13663,1.605443e-4,1134,10281,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.518266815335742,0.394756106150192,0,0,0.913022921485935
13015,SORBI_3007G215500,7,64367877,64421021,730,32,330,1.392,0.081968,0.70278,0.015229,0.081968,0.232505516479839,1,11954,2.46327e-4,730,11754,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.460116488106891,0.452788922987609,0,0,0.9129054110945
13016,SORBI_3010G043350,10,3342814,3393377,728,54,330,1.383,0.083332,0.15384,0.070666,0.083332,0.234433042064216,1,12053,2.406522e-4,728,11666,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.463380202391275,0.449207017923931,0,0,0.912587220315206
13017,SORBI_3002G142300,2,23255102,23340614,1656,72,330,1.1969,0.11567,0.56935,0.035373,0.11567,0.277926944818304,1,14112,1.47066e-4,1656,9965,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.531824871448765,0.380713606697527,0,0,0.912538478146292
13018,SORBI_3010G216700,10,55973521,56028550,924,48,329,1.7689,0.038457,0.017906,0.16458,0.038457,0.161927226623619,1,8053,9.357376e-4,924,17464,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.288158451784189,0.624344475392844,0,0,0.912502927177033
13019,SORBI_3001G442400,1,71966149,72020552,630,45,329,1.3343,0.091048,0.50427,0.027157,0.091048,0.244496363665162,1,12627,2.095501e-4,630,11139,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.48345597053945,0.429001994017587,0,0,0.912457964557037
13020,SORBI_3006G246500,6,58543173,58596528,849,35,329,1.2945,0.097748,0.45554,0.02896,0.097748,0.254416710776789,1,13027,1.886147e-4,849,10799,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.496918633312152,0.415457761340248,0,0,0.9123763946524
13021,SORBI_3003G096900,3,8548857,8602124,825,27,330,1.5426,0.061458,0.20998,0.029778,0.061458,0.202834131204983,1,10274,4.07711e-4,825,13698,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.393645012611393,0.518562613096953,0,0,0.912207625708346
13022,SORBI_3004G139100,4,39827446,39880071,938,47,329,1.1877,0.11747,0.87169,0.02313,0.11747,0.280327451615174,1,14209,1.448362e-4,938,9905,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.534447694610706,0.377738660228732,0,0,0.912186354839437
13023,SORBI_3008G107000,8,50319852,50372261,1286,52,328,1.2466,0.10626,0.67606,0.022372,0.10626,0.265810703061601,1,13555,1.651782e-4,1286,10383,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.513979320471481,0.398202652568767,0,0,0.912181973040248
13024,SORBI_3010G249800,10,58894549,58946194,516,49,329,1.0899,0.13787,0.14906,0.16105,0.13787,0.307376945229798,1,15209,0.001808449,516,20694,1,3.31135346077744,PWY-6949,DIBOA-glucoside biosynthesis,PWY-6949,DIBOA-glucoside biosynthesis,4.8825481992384e-4,124,FALSE,FALSE,TRUE,1,0.214457729734237,0.348201514591322,0.518301622845107,0.301029995663981,0.912119054447307
13025,SORBI_3008G090701,8,34854737,34906706,786,58,328,1.5009,0.066692,0.24973,0.041649,0.066692,0.210597162972621,1,10738,3.463333e-4,786,13109,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.412732611021444,0.499378774858053,0,0,0.912111385879497
13026,SORBI_3010G089300,10,7661220,7714840,1355,87,328,1.1322,0.12878,0.55942,0.040886,0.12878,0.295704763323627,1,14767,1.282165e-4,1355,9533,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.551072581463116,0.361009899605335,0,0,0.912082481068452
13027,SORBI_3005G022500,5,2034369,2090419,784,42,330,1.2701,0.10202,0.97906,0.013999,0.10202,0.260232488531248,1,13291,1.767043e-4,784,10592,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.505324202389647,0.406744516481322,0,0,0.912068718870969
13028,SORBI_3009G017200,9,1584488,1639977,1123,66,330,1.3077,0.095479,0.42089,0.029936,0.095479,0.250988598496007,1,12899,1.965821e-4,1123,10916,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.492238647487413,0.41974613172989,0,0,0.911984779217303
13029,SORBI_3008G131700,8,55770932,55827267,856,37,330,-0.15592,0.56195,0.57407,0.44366,0.56195,0.694992180034285,1,27417,0.01841904,856,31973,1,5.3967807060639,PWY-101,photosynthesis light reactions,PWY-101,photosynthesis light reactions,4.01069183562125e-6,16,FALSE,FALSE,TRUE,1,0.0255187868116579,0.0922822424389483,1.40760332535142,0.301029995663981,0.911911690625509
13030,SORBI_3003G293450,3,62569476,62620423,454,22,331,1.3684,0.085596,0.96499,0.010164,0.085596,0.237156573762457,1,12237,2.306008e-4,454,11509,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.469264584421853,0.442627214448514,0,0,0.911891798870368
13031,SORBI_3003G053400,3,4827586,4879806,896,47,329,1.9212,0.027354,0.0063836,0.33474,0.027354,0.137166434782609,1,6762,0.001848263,896,20832,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.211571207597174,0.700227008055521,0,0,0.911798215652695
13032,SORBI_3010G113500,10,11898288,11949717,1159,55,327,1.2218,0.1109,0.566,0.032335,0.1109,0.271528428045346,1,13849,1.560955e-4,1159,10180,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.522554396484532,0.388883759219184,0,0,0.911438155703715
13033,SORBI_3005G160801,5,63433724,63486353,635,80,329,1.2273,0.10986,0.37177,0.04748,0.10986,0.269986770010866,1,13797,1.585463e-4,635,10220,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.520851278686578,0.390517510191571,0,0,0.911368788878149
13034,SORBI_3010G274100,10,60688126,60742604,525,60,329,1.7731,0.03811,0.022502,0.12974,0.03811,0.16126397704018,1,8013,9.579796e-4,525,17599,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.284814183195001,0.626507031744236,0,0,0.911321214939237
13035,SORBI_3007G156500,7,59068012,59119885,808,63,330,1.3688,0.085538,0.3882,0.027292,0.085538,0.237106554193232,1,12232,2.314354e-4,808,11530,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.468472867190572,0.442804702081008,0,0,0.91127756927158
13036,SORBI_3010G043400,10,3348914,3403135,779,50,330,1.3795,0.083864,0.1834,0.058162,0.083864,0.235149302240966,1,12093,2.406522e-4,779,11667,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.463342976618149,0.447768121612558,0,0,0.911111098230707
13037,SORBI_3007G128100,7,54340553,54393467,802,53,328,1.265,0.10293,0.77057,0.019336,0.10293,0.261414908246573,1,13351,1.744826e-4,802,10569,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.506268276584366,0.404788378581156,0,0,0.911056655165523
13038,SORBI_3001G348700,1,63805603,63856280,597,45,329,1.3837,0.083226,0.33541,0.033799,0.083226,0.234270895566993,1,12046,2.434321e-4,597,11716,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.46152281147571,0.44945931565071,0,0,0.91098212712642
13039,SORBI_3001G542150,1,80512170,80566409,851,70,330,1.6219,0.052407,0.08921,0.064395,0.052407,0.188397348457543,1,9432,5.493105e-4,851,14963,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.355283498548643,0.555698382398239,0,0,0.910981880946882
13040,SORBI_3002G251200,2,63792818,63846007,551,35,330,-0.43206,0.66715,0.55274,0.65374,0.66715,0.767560511637375,1,29470,0.01780141,551,31878,1,5.40999264362588,PWY-6733,sporopollenin precursors biosynthesis,PWY-6733,sporopollenin precursors biosynthesis,3.89051734960295e-6,14,FALSE,FALSE,TRUE,1,0.0268111081918906,0.0609220386353463,1.4655952723291,0.301029995663981,0.910839781690983
13041,SORBI_3004G290000,4,63068935,63137674,562,52,330,1.7176,0.042936,0.046012,0.092994,0.042936,0.171158463202445,1,8506,7.661811e-4,562,16600,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.310194086445216,0.600576796107267,0,0,0.910770882552483
13042,SORBI_3006G077500,6,44337780,44389827,849,54,329,1.2816,0.099984,0.56656,0.026766,0.099984,0.257568403220905,1,13161,1.856185e-4,849,10733,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.499581045124809,0.411013285360664,0,0,0.910594330485473
13043,SORBI_3001G161500,1,13253084,13304390,994,48,330,1.2444,0.10667,0.44415,0.032874,0.10667,0.266266663722026,1,13583,1.662657e-4,994,10400,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.513268835186491,0.397306473793006,0,0,0.910575308979497
13044,SORBI_3001G357500,1,64703850,64758201,967,55,330,1.3531,0.088014,0.46264,0.023501,0.088014,0.240365553479381,1,12416,2.227792e-4,967,11381,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.474121751143131,0.436320470571158,0,0,0.910442221714289
13045,SORBI_3003G443500,3,74120120,74173802,626,48,330,1.4893,0.068206,0.49207,0.016054,0.068206,0.212889430412371,1,10863,3.376151e-4,626,13011,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.415991497616847,0.494352394948597,0,0,0.910343892565445
13046,SORBI_3003G445800,3,74336992,74388609,605,60,330,1.3405,0.090041,0.8281,0.018078,0.090041,0.243295101442346,1,12549,2.153904e-4,605,11264,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.478609532687234,0.431693055184979,0,0,0.910302587872213
13047,SORBI_3010G130000,10,17533022,17587289,1004,43,329,1.3821,0.083475,0.41157,0.02697,0.083475,0.234690816018572,1,12060,2.441325e-4,1004,11721,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.461337508540825,0.448954866681139,0,0,0.910292375221964
13048,SORBI_3001G328100,1,61531778,61585575,598,46,329,1.4488,0.073701,0.19336,0.042773,0.073701,0.221367496590205,1,11286,2.980456e-4,598,12526,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.432489767119982,0.477762128551249,0,0,0.910251895671231
13049,SORBI_3009G206200,9,55399218,55450317,550,30,328,1.8271,0.033844,0.049709,0.06429,0.033844,0.152549965993624,1,7522,0.001214067,550,18797,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.256213633062562,0.653968845398891,0,0,0.910182478461453
13050,SORBI_3002G154700,2,46862119,46913436,645,57,329,1.1897,0.11709,0.93437,0.022215,0.11709,0.279890348132488,1,14185,1.47066e-4,645,9968,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.531694145170177,0.3784728343534,0,0,0.910166979523578
13051,SORBI_3005G199300,5,68459243,68510349,1258,50,329,1.3691,0.085482,0.43879,0.026027,0.085482,0.237039880274779,1,12228,2.33209e-4,1258,11567,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.467081438903277,0.44294674443122,0,0,0.910028183334497
13052,SORBI_3010G020900,10,1674868,1726019,535,45,329,1.3146,0.09433,0.89118,0.015086,0.09433,0.249340632990334,1,12828,2.025505e-4,535,11026,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.487884186342021,0.422143223228869,0,0,0.91002740957089
13053,SORBI_3001G346300,1,63545254,63598742,645,51,329,1.3539,0.087883,0.45802,0.027324,0.087883,0.240350373378455,1,12396,2.247322e-4,645,11416,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,0,0.472788214378681,0.437020606918026,0,0,0.909808821296707
